clean_tweet,product_updated,clean_sentiment
line front quotsecretquot apple ipad store congress ave not long line sbux longer,app,2
apple selfish brand microsoft serve brand wellsxsw,apple,0
get new ipad case check female alien,ipad,2
saw preview new ipad app awesome,app,1
watch promo google earth engine techie save world dont harness collective power good,google,1
really bad person could steal guy ipad say,ipad,1
really great mophie experience user month highly recommend iphone battery goodcustomerservice,iphone,1
not rumor apple open popup store downtown austin amp ipad launch via,app,1
not rumor apple open popup store ipad launch via,app,2
not rumor apple open temporary store downtown austin ipad launch rgv,app,2
not rumor apple open temporary store downtown austin ipad launch via,app,2
not rumor apple open temporary store downtown austin ipad launch,app,1
not rumor apple open temporary store downtown austin ampipad launch,app,2
not rumor popup apple store existsand theyre still sell ipads,app,2
ltjust rumorgt rt google launch major new social network call circle possibly today,google,2
get shiny new ipad discover new music build html not flash look great ipad,ipad,1
watch talk guy hire jony ive apple industrialdesign,apple,2
tech bro pose homeless person outside apple pop sign ask ipad,app,1
qampa google bing website ranking fun,google,1
qampa google bing panel hilton salon j w others,google,2
learn ab google doodle doodle light funny amp innovative exception significant occasion googledoodle,google,2
available android gtgt absolute musthave apps rock interactive via,android,1
free portable iphone charger im use heck,iphone,1
saw hashable pushed update iphone app look ready use paperless biz card solution,app,1
quick enable bubble barrier paxeast apple store protect new nerdking,apple,2
quotables give away ipad today need sign enter automatically,ipad,2
probably best keep away apple pop store temptation get white g ipad insanely tempt,app,1
learn late food relate apps half people rm make apps gsdm check lovefresh come soon iphone,app,1
not pretty content nat geo pretty article ipad cooler twitter list current arctic explorer flipboard,ipad,1
think stand outside austin apple store cash snatch ipad upgrade,app,2
talk mistake building netflix iphone app,app,0
learn use html across multiple device look freebeernearme web android osx iphone hack donline,iphone,2
keep tabs via awesome ipad app,app,2
fuck mac user cwebb ipad grant hill,ipad,0
talk accessibility find google engineer iqlab,google,2
google place hotpot personalize quotfriendquot recommendation pull facebook,google,2
yikes reach new level applefanboyism last night literally fell asleep macbook pro ipad amp iphone top,app,1
look back tweet holy wow many typo ughh autocorrect inability type ipad goo,ipad,2
touch trackpads first iphone ipad positive natural dont sit mobile relax sxswnui,ipad,1
rackspace startup program cloud ipad app launch via,app,2
ipad wohoo tnx apple popup shop,app,1
nd ipad wifi sell use craigslist avoid pesky ebay fee thankgod,ipad,2
win ipad bizgym video clipcon see intro reel suasxsw sxswaccel ceokidschat entrepreneur smallbiz,ipad,2
get ipad give red cross japan first day,ipad,1
win ipad via,ipad,1
win ipad submit amp vote favorite quote,ipad,2
ipad hand exquisite,ipad,1
video ipad line walk austin texas get one today,ipad,2
ipad yet usa,ipad,2
win ipad via video clipcon see intro reel suasxsw sxswaccel entrepreneur smallbiz ceokidschat,ipad,1
writer ipad app save ass flight amp big panel good job,app,1
dawn ipad app week early help prep,app,1
ipad case talk search research,ipad,2
ipad design headache take two tablet call morning,ipad,0
double ipad dj full across sky tweethouse,ipad,2
already first google circle search result cc,google,1
ipad available im austin major geekdilemma,ipad,1
tech ipad get temporary applestore apple set temporary store austin technology,app,2
win ipad sign wantlet,ipad,2
ipad ipad well dry pop store,ipad,2
ipad come buy rt apple open store near ipad release,app,1
buy ipad turn ur ipad apple store wipe clean donates school mrs job idea apple ipad,app,1
beyondbroadcast evaporation business model platform iphone app make tool,app,2
load groupme app iphone load brother,app,2
monday adfonic daily read iphone white release google social thing mobile,iphone,1
lol u r gadgetzilla fun festival time omg im scar get netbook ipad amp droid,ipad,1
apple head set temporary store austin news,apple,2
gettin ready apple store,apple,2
never take fully charge iphone grant pic edit tweet square apps zap ltgood kno,app,1
day still think skip ipad lightnessofbeing,ipad,2
snotty dbag quotactually android droid brand name theres differencequot die,android,2
pack bag sxswnot take dell laptop sorry richardat mercy bb torch iphone webmail supposecheers,iphone,1
best schwag ive see battery charger iphone get one,iphone,1
nonot google circle juwan howard,google,2
evidence nfc iphone via checkins cc,iphone,2
wait eagerly google launch secret new social network call circle today gtgt new update,google,1
ahoy let reader know well keep em updated party w eventseekr android iphone app way,app,2
mission failure dry roast beef sandwich soggy tomato oh well sat chevy lounge charge iphone power mat,iphone,2
google brain apology randy ad pop search result algorithm skewed weekend randy query attendee,google,0
google brain spent weekend answer search query attendees dont worry search google stay google,google,2
hour wait makeshift apple store ipad fail,app,0
cant wait see big news google circle,google,2
today wait line buy ipad popup store roam austin hour without get mug superlucky,ipad,2
want make film fun download filmaster app checkin screening amp get private recommendation,app,1
doesnt make sense limit content specific platform ipad web interview w,ipad,0
big takeaway uxdes thus far bring physical world ipad design amp recreate already learn experience,ipad,2
big takeaway interactive need iphone,iphone,1
guy kawasaki quoti believe god no explanation continuous survival apple yearsquot lol,apple,0
guy kawasaki ex apple evangelist talk eloquently art enchantment change heart mind action,apple,2
google take new product call hotpot reviewrecommendations engine also social tool,google,2
apple take old ipads teach america user get tax writeoff buy new ipad kinda cool,app,1
essential apps beyond underwire wiredcom socialmedia iphone android,app,1
essential business collaboration apps ipad bpm sxswi,app,2
existential google mt contextual discovery demo history time search refine result,google,2
informal unscientific observation apple far computer choice hand no contest,apple,1
haralambous quotiphone africa marketquot,iphone,2
samsung galaxy ii appear fcc team android party android phone android tablet news tech gad,android,2
samsung galaxy ii appear fcc team android party via,android,2
alive love great talk jonathan dahl minimalistprogramming google marissa mayer marissagoogle,google,1
sudden realization session news publisher question ipad design amp share idea via app store sxswi,app,2
realize iphones gon na go nut foursquare gowalla update,iphone,2
realize havnt use laptop since thursday pure iphone sprinkle ipad top apple,app,1
groupme talk apple app store approval woe would big group people would agree whowillrise,apple,0
not apple love heard quite bit grumble hold back feature ipad people would buy v,app,0
android meetups austin im work well least ps meetup,android,0
server challenge huge hit come booth try hand win iphone bottle opener case beating min,iphone,2
google challenge facebook surprise announcement weekend inside scoop,google,2
virtualwallet paypal get physical good cut apple get software virtual good,apple,2
virtualwallet no nfc iphone bc standardization android confusion,iphone,0
allows volunteer ipad,ipad,2
finally force google cant people tweet good contextclues like jeopardy,google,2
apple really need brand recognition prefer red delicious variety popupstores,apple,2
new socialnetwork google facebook twitter via,google,2
alright ipad line time line reasonable block block block,ipad,2
also check android amp web group chat whiteboarding location amp image share app,android,2
im also gon na google finally know mean see pas twitter enough time get ta find,google,2
also iphone use site check,iphone,2
healthdev zeiger quothealth move much slow could bequot google,google,2
monthly value user io android utility apps valuable sxsweisner,android,1
dl calyp app get calyp casa free mobile app available itunes app store amp android market see u,app,2
dl calyp app today avail itunes app store amp android market calyp look u,app,1
dl calyp app today avail itunes app store amp android market special perk endorser calyp casa,app,2
google analytics track offsite link virtual page view use javascript moreknowledge mitharvard,google,1
google analytics rock view,google,1
google team panel say agency attitude thinkagileagency,google,2
team android party cant find gowalla foursquare um go,android,2
holler gram ipad itunes app store via,app,1
holler gram ipad itunes app store via sxswsters great app madebymany free,app,1
umshini wamnight fish weird shit say work well together like esp iphone footage,iphone,1
could game improve ecodriving habit rt million mile day drive google map navigation assistedquotsxsw,google,2
style x amp brother popups mtheatlanticcomtechnologyarchiveapplesetsuptemporarymegastoreatsxsw,apple,2
marissa amp google crew recommend amys ice cream austin,google,2
watch year old report via iphone show technology isnt go anywhereuntil robot revolt,iphone,1
actually use qampa site hipster youre co iphone online,iphone,2
build app map drive direction poll place google map pr,google,2
art advertise not statistic say google admob guy ask question sxflip sxswi,google,2
awesome ipad sxswbuffalo lounge experience complete,ipad,1
vegan guide google map austin tx base lazy smurfs info,google,1
dont ipad rearfacing camera get,ipad,0
ill use ipad someone give otherwise iphone actually task,ipad,1
buy ipad give finger well yet give four em,ipad,2
ipad thanks fxsw,ipad,1
get ipad courtesy random stranger streetan apple investor thank utter,app,1
ipad cheap laptop newsapps,app,1
iphone app people use schedule awesome isnt app flummox,app,1
saw iphone periscope move w nd camera gowalla talk snore guy bust amp document get cpap homie,iphone,2
want chance win ipad youre visit aquent booth,ipad,2
open gb g ipad unbox first look ipad ipad apple via,app,2
say hi new iphone case zazzlesxsw,iphone,1
shoot video ps pic ipad,ipad,1
computer droid rt agnerd confession use laptop ipad blackberry follow afar see agchat,ipad,2
time well luck verizon air card atampt iphone,iphone,2
quotsouth byquot driveby baby adventure ipad fb,ipad,2
oh sure dont arrive till tomorrow rt google set launch new social network circle today,google,2
tech interaction event ipad apps right,app,2
need get ipad right away apple open popup store west th amp congress,app,2
check offer google cool,google,1
want win ipad get case,ipad,2
stand talented rt eww amp lol rt saw guy tweet ipad peeingthis,ipad,2
android dev,android,2
complete android guide print sale bookstore today include cent upgrade ready ebook signing,android,2
android get big call gamelayer open keynote knew youd appreciate,android,1
android need way group apps like ipadipod hhrs,app,0
building android io application weve get tool ballroom,android,2
ipad v android v world title like near hockeyfan esque desire fight break gsdm platform,ipad,2
awesome hand review ipad come tomorrow guest post he,ipad,1
woke sandwich iphone ipad forget much like geek spring break,ipad,2
paywall panel daniel bernard wsj app game purchase frictionless like apple quotthe new freequot,apple,2
lonelyplanet austin iphone app free godsend gpsaware map city without need g wifi,app,1
lonely planet austin guide iphone free download limit period,iphone,2
lonely planet release free austin city guide iphone app like arent enough apps clutter handset,app,0
lonely planet free guide austin iphone,iphone,2
lonely planets new iphone austin city guide free march go travel,iphone,1
game mechanic talk google pack there long line still wait get,google,2
spontaniety life replace technology iphone battery die go home great busy,iphone,2
day bank america launch iphone app get k new customer bankinnovation,app,1
huge thank u nice person find iphone blue white stripe th floor conventioncenter amp bring back,iphone,2
thanks ever present iphone barging table,iphone,1
another google social failure,google,0
google plan bring quotthe power herequot life future link digital physical world,google,1
google plan launch major new social network call circle possibly today,google,2
momus want ipad back thingsthatdontgotogether lisa rinna,ipad,1
dont want lose love google,google,1
brilliant rosso use google doc paste recipe make mother think generate recipe leanstartup,google,1
hello gigantic line outside google v bing seo session sxswi,google,2
company company best supply chain walmart apple behance,apple,1
idea time apple store close tonight,apple,2
way delete app wont stop load iphone drain power no x cancel help,app,0
fast company google apple ea game zynga facebook microsoft intuit go gaga go game,apple,2
anyone product one thing ipad droid iphone wont ultimately work diller,ipad,2
great recap seemingly great session rt relive wonder google v bing panel,google,1
great recap googlebing qa session website rank qagb via cc,google,1
ipad graphic much fast ipad motorola xoom tech,ipad,1
evaporation business model platform iphone app make tool available developer,app,1
android app bizzy challenge u quotcheck outquot,android,2
android app review go pls,android,2
hope apple approves irelay social network mobile photo share app easy share people download,apple,1
apple marketshare not see much linux,apple,2
major apple io update day genius project manager come brilliant idea nowhammies,apple,0
apple great turn new old,apple,1
sweet apple listen u temp apple store near ipad launch,app,1
apple popup store block long betterthingstodo,apple,0
apple popup store still ipads sxswi,app,1
love apple popup store freak smart one question atampt bring truck signal please say yes,apple,1
queue apple popup store still long,apple,0
apple school marketing expert via apple,apple,1
apple school marketing expert apple jobsco,apple,1
apple school marketing expert essdub,apple,2
apple school marketing expert via apple marketing,apple,1
clever apple set open popup shop core action,apple,1
watch apple staff temp store high five entire long line facepalmed ugh,apple,2
apple store nyc one day,apple,2
temp apple storegreat move really need help brand recognition seriousness pretty cool,apple,1
well apple store website say ipads available pm friday wonder affect,app,2
apple open popup store downtown austin th amp congress ipad launch,app,2
come apple cant spellchecking without autocorrect must nothing grr,apple,0
line apple ipad popup store already wrap around block,app,1
apple make temp store u get ipad,app,1
new ipad apps speech therapy communication showcased conference,app,2
new ipad apps speech therapy communication showcased,app,2
new ipad apps speech therapy communication showcased conference sxswi sxsh sxswh hcsm slp,app,2
new ipad apps speech therapy communication showcased conference cc sxswi,app,2
first apps download ipad via,app,2
apptastic android apps developer ios iphone smartphones,app,2
tapworthy check ipad design headaches tablet call morning,ipad,2
vai comear palestra exchief evangelist apple,apple,2
see far popup apple store pillow fight mechanical bull girl wear jetpacks,apple,2
mm usar google map eat mobile,google,2
not fear attendee pick ipad apple austin popup shop via,app,1
bettersearch google weight hotpot review heavier review site collect data local search result,google,2
bettersearch google hotpotlooks like streamline yelp not indepth though wondering game theory build,google,2
search via twitter not work check google real time search least get result,google,1
search google local search,google,2
another hard call morning design ipad reading write genetic code go latter,ipad,2
police guard ipad apple store ipad,app,2
heard ipads sell except apple popup store true,app,2
share share share posterous join pile posterous event iphone socmedia,iphone,1
checkins fun need extend beyond fun make checkins useful google,google,2
startup talk captive audience apple store line smart idea arent,apple,2
around need u sim iphone g next wan na bring one please,iphone,2
no watch afar couldnt help notice buzz generate shirt arduino android,android,2
texas apple,apple,2
really come team android party,android,2
try square credit card reader iphone android amazingly simple impressed,iphone,1
arg wont load iphone not via app store site try feelin touch,app,0
charge iphone every hour run low possible screen brightness apple fix basic,app,0
iphone charge,iphone,2
iphone charge party hallway ux ia professional unite,iphone,1
gear interactive trade show across google,google,2
iphone share shareable,iphone,2
arrive early get prime seat presentation google marissa mayer kek,google,2
line around austin apple popup store unbelievable technology junky,apple,2
man get arrest not iphone,iphone,2
rachael harris thats saw drive nut thank google,google,1
go bar get free drink iphone doesdroid,iphone,1
thanks marshall jones headsup apple open temporary store th congress,apple,2
smart idea rt wt write hollergram ipad app,app,1
google art project put famous artwork billion pixel allow zoom amp get entirely different view art,google,1
google art project would great virtual field trip kid museums around world edtech,google,1
good cnn article important social web innovator im bring griddler ipad app,app,1
android party lustre pearl bar w others,android,2
android party lustre pearl bar w others,android,1
day party hangover time confuse stumble quotipad interface amp new navigation structuresquot bliss fb,ipad,2
chimpit party plutopia google maybe movie start today,google,2
im lazy f feed listen band iphone im woefully unprepared music spreadsheet notwithstanding,iphone,2
quotideas not objectsquot robert burner hire ives apple,apple,2
oh texas social medium award dont need ask mother anymore google sxswi,google,2
apple case study great mktg show everyone buzz quotpopup storequot,apple,1
rt stevecase google launch major new social network call circle,google,2
google quash circle rumour rt not launching product plenty else,google,2
flash discussion still relevant tapworthy ipad design headache,ipad,0
iphone crash front apple popup bestworstthingever,app,2
get flask amp ipad yes im sit th st wait aicn screening prepared iloveasurprise,ipad,1
guy ask google mayer take year remove deadly rout google map death valley,google,0
like assert corporate new indie rt well damn apple set quotpopupquot shop,apple,2
cant well nice free booby prize featured artist itunes free via,app,2
cnngrill rockin iphone couldnt cooler,iphone,1
also know hershel iphone autocorrect,iphone,2
nyt wsj ask future brand native news apps ipad no not,app,0
attendee mac ipad,ipad,1
quotapple come cool technology no one ever hear dont go conferencesquot via,apple,1
quotapple come cool technology no one ever hear dont go conferencesquot,apple,1
google connect digital amp physical world mobile,google,1
verb oh bump google facebook ping hashable fuck meet hireme,google,2
first send u pic get free download game android videogame smartphone,android,1
cant download free music mix itunes,app,2
line th amp congress enter new apple store wrap around block,apple,2
shat tear rt good news austinbound apple fanboys ipad,app,1
hear apple open popup store downtown scarborough building ipad cool newapplestoreaustin,app,1
love apple smart enough popup store story map tip,apple,1
arrive google party small queue come wittingly group werent born,google,2
band googleaclu party rock,google,1
hop easy get ipad today since target audience busy awesometiming,ipad,1
free heat map app sq checkins see hot spot wp amp iphone wedig,app,2
google heat map global search hotpot,google,2
oh excuse rt rt quotapple come cool technology dont go conferencesquot,apple,1
mom might call big power plant cnn google offchain set trombone shorty pb sad miss rye rey,google,2
wonder percentage interactive participant iphone get ta high,iphone,1
hungover use zaarly get gatorade advil billee html iphone,iphone,2
team android party walk dl appolicious app amp enter win free nexus androidsxsw,android,1
geek interactive panel ipad holler gram app use ipad display message others,app,1
line apple popup store shorter line starbucks across street really no choice,apple,2
line popup apple store already around block hr b ipad go sale,app,2
line apple store go around block oh thats right ipad also,app,1
band google party entertain band ever see,google,1
blackout hotel true form shower light ipad,ipad,2
line popup apple store phenomenal apple ipad,app,1
stand top step right side come onto patio come say quotwhats androidquot teamandroid,android,2
wonder theyll sleeves rt google launch new social network call circle,google,2
venturebeat rt second day business apple popup store appear trend vb,apple,1
thats great rt official iphoneipadios meetup almost employer look developer,ipad,2
bout watch live apple store ipad w living vicariously buy one,app,1
another late start sxswi damn google rock party,google,1
spasmatics rockin aclu google party,google,1
great location choice nice timing ipad launch apple hp pop,app,1
congratulation rt yes gowalla win best andoid app team android choice award thanks,android,1
atleast im not no ipad doubleloser,ipad,2
william patry google say author dont care copyright care income model,google,2
no waymatt fricking damon google party maggie maes,google,2
iphone battery doesnt last long usage,iphone,0
creature habit google find ctrs blue link far outpaced green darker click get,google,2
no way atx rt find apple popup store schedule close sunday let hope rumor,apple,2
cnn launch quottv everywherequot service mobile google tv amp computer google,google,2
launch ipad app get detail first edition free,app,2
launch spin ipad app ton music photo videos whatcha think,app,1
google launch quotmajorquot new social network,google,2
google launch quotmajorquot new social network wonder,google,2
ran gauntlet get seat ipad design talk expect itll overflow,ipad,2
th ave austin ipad line,ipad,2
gdgtaustin attendee havin fun happy stop way last chance win ipad,app,2
go austin austin guide iphone free mar lp,iphone,2
austinjs autocorrects sisyphus iphone sayin,iphone,2
dont television still twoscreen expierence iphone ipad psych,ipad,1
quoti iphone paul reuben,iphone,2
ppl speak quotgreat session w bing google danny sullivan bring back next year large roomquot qagb sxswi,google,1
anyone leave iphoneipad time kill airport flight download tiny wing youre welcome im sorry,ipad,1
google save driver time fuel seo sem googlemaps mobile topnews,google,1
matthew davisdesigning ipad quotthe web like strip mall contentquot,ipad,1
think saw lookalike line ipad apple popup shop hes get awesome amp profitable youtube channel,app,2
ipad giveaway use,ipad,1
step away computer leave iphone den disconnectedsundays booya good avro,iphone,2
win awesome ipad quibids custom case catch wear openbeta vip badge,ipad,1
awesome trade last year ipad,ipad,1
piece awesomeness arduino android flame skull smartthings,android,1
today amp iphone game amp celebbrand destination marketing,iphone,2
dude may actually buy ipad tomorrow apple temporary store downtown austin,app,1
give away ipad panel wish luck,ipad,1
give away ipad sharer invite friend join aos ginger man,ipad,1
give away apple gift card exchange serious style find u th conv cntr u look hot well rest fashion,apple,1
android may gain market share youd never know apparently industry mover shaker apple loyalist,apple,1
say pretty smart time apple drop ipad right top nearly anyones talk,app,1
say heard quotpop apple storequot picture something along line inflatable bouncy castle,apple,2
marissa mayer google connect digital amp physical world mobile via,google,2
marissa mayer google quotmaking smart phone smarterquot amp life efficient know sched gt suggest flight map weather amp,google,1
marissa mayer user google map mobile st time ever app born web use mobile app,google,2
marissa mayer million people use google map mobile device thats since aug,google,2
marissa mayer demonstrate google art project take museum tour without leave home art mass,google,2
marissa mayer quotmobile cursorquot demo next gen google map really impressive btw,google,1
marissa mayer google speak mobile phone usage google map surpass online use past couple month,google,1
melissa mayer google say credit card company predict divorce accuracy base spending pattern alone guardian,google,2
merissa mayer google study mailorder purchase lead accuracy predict divorce two year advance,google,2
marissa mayer rechristening augment reality quotcontextual discovery sxswi google tcsdw,google,2
marissa mayer talk future google map discuss hotpot answer locationbased rating recommendation kek,google,1
marissa mayertaking phone location data ski hill lay elapsed movement skiiers onto google map,google,2
marissa mayer google say google map usage local google map user day,google,2
marissa mayer vp consumer product google great job audience ton respect google w location,google,1
marissa mayer vp search google live moment,google,2
marissa mayer quotour focus location base servicesquot demoed hotpot google map vector map augment reality webvisions,google,1
marissa mayer google wil connect digital amp physical world mobile,google,1
marissa mayer google connect digital amp physical world mobile,google,2
marissa mayer google connect digital amp physical world mobile sxswi,google,2
marissa mayer google map usage mobile million mobile user google tc,google,2
marissa mayer google map usage mobile million mobileusers via goog,google,2
marissa mayer google map usage mobile surprised isnt way north,google,2
marissa mayer checkins fun get thats google test loyalty offer watch foursquare,google,1
marissa mayer google map well customer service quicker responses fh,google,0
marissa mayer google connect digital amp physical world mobile onmashtofhdcfn,google,2
marissa mayer google connect digital amp physical world mobile mobile,google,2
marissa mayer google connect digital amp physical world mobile google mobile hotpot,google,1
marissa mayer location contextual discovery enable mobile device make u efficient eg google place whotpot,google,1
marissa mayer preso good big ad google fine good expect attendee thought,google,2
nothing say douche cake like walk around ipad like iphone,ipad,0
google play social network circle fb need rival even keep toe,google,2
crowley say no hard feeling towards google dodgeball experience say would good partner checkins,google,1
really amaze see many people put apple note app ipad,app,0
google web fontspretty tradeshow,google,1
expect mob scene w th st amp congress ipad,ipad,2
chrome web store google call html hot tub steamy hot nerd,google,1
cool new band alert check house home google,google,2
miss battelle interview ipad ampsocial medium last week find video,ipad,2
apple grab tablet mindshare rim own one popular event foodspotting,apple,2
apple grab tablet mindshare rim own one popular event foodspotting mnbuzz,apple,1
get bbq iphone,iphone,2
funny psfk session sponsor microsoft talk apple,apple,2
go awesome rt gallery original daniel johnston art go tomorrow gsdm google industry party,google,2
go big google get use qampa site hipster youre tech social,google,2
interview mashable wait line popup apple store,apple,2
line wrap around block day apple ipad,app,2
see member team carry one bag show wolframapp amp get wa iphone case,app,2
see member team bag show wolfram app amp get wa case iphone,app,2
enjoy berkowitz talk rfid ncfimpact mobile retail would carry nfc phone google bullish ballroom e,google,1
blackberry apps pls let knowcheerswill iphone,app,2
best thing ive heard quoti give ipad money japan relief dont need ipad sxswgood,ipad,0
rt globalbestaward holler gram ipad itunes store via sxswsters great app madebymany,app,1
next big thing hmm rt google launch major new social network call circle possibly today,google,1
could biggtgtgoogle launch major new social network call circle possibly today tech,google,2
mobile hit texas tribune come apple device cor via niran babalola,apple,2
aol tmobile launch play android app via,android,2
success blah panel find open outlet charge old ipad fb,ipad,2
quotable gt rt quotapple elegant fascist company americaquot flipboard,apple,0
blogging ipad note next step hope great time,ipad,1
somebody write app let consistently type quotshitquot goddamn iphone hey jump,app,0
postfacebook deal beluga get final tuneup tc facebook iphone,iphone,2
postfacebook deal beluga get final tuneup beluga facebook iphone,iphone,2
postfacebook deal beluga get final tuneup butfacebook fastsociety iphone,iphone,2
postfacebook deal beluga get final tuneup tc beluga facebook iphone,iphone,2
booth amp great deal go buy juice pack extend iphone battery life,iphone,2
wish amp boomer stop disable zoom iphone amp ipad apps yourmom,app,2
excite tomorrow leave austin see google pm still work schedule,google,1
talk bar code use google open source bar code api use device mobile,google,2
talk ipads usefulness developer not nerd,ipad,1
read google circle rumor today thought let u know liptonsxsw,google,2
ipad unbox outside apple store,app,2
redbull bpm dj ipad app power party dtas republic live,app,1
leave brain search google right brain search x bettersearch,google,2
come celebrate austin google gsdampm hotpot blog fb,google,2
come celebrate w charity water tonight google throwin party jump start week right studentsforcleanwaterorgrsvp,google,1
brian actually austin doesnt apple store rumor build pop one,apple,2
bring ipad macbook air air startupbus nyc,ipad,2
last broadcast mom ipad,ipad,2
want gun bros android want play xperiaplay find download card,android,2
play gun bros xperia play google league event parking lot teamandroid event xperiaplay sunday,google,2
google lab fusion table make election day foursquare visualization possible pr,google,1
im late finally gsdm google great surprise b greet lovely lindsay stillman gon na b good night,google,1
everyone buy app new ipad day birth happy happy gsdm,app,1
buy ipad makeshift apple store launch day fuck no respect much wwsxsw,app,0
everyone buying ipad feel like dinosaur version blackberry pc like apple convention,app,2
remind abt value google zeitgeist,google,2
walk lady bird lake lovely google map travel time not trust,google,0
quotby law average well buzzquot rt quotgoogle circle quot,google,1
inspiredbyprint oh burn compare ipads skeumorpism magic cap bob,ipad,2
tc google marissa mayer google map usage mobile million,google,2
optimistic ohio google pay per click management,google,2
free music itunes feature artist itunes,app,2
awkward jc penneys question ask marissa mayer apparently jc penney location rerouted macys google map,google,2
ironic tee usurp ipad hipstergeekstartup chic fashion item year,ipad,1
woohoo cc rt apple open popup shop report,apple,2
chris sacca tweet fake beta invite follower swarm ensues techcrunch chris sacca tweet apple,apple,2
chris sacca tweet fake beta invite follower swarm ensues ipad,ipad,2
ipadi alacagimiz yer belli oldu apple open popup shop austin via,app,2
ipad calendar frankeninterface design one interface metaphor use another tapworthy,ipad,0
macallan formula successful day good session ipad glass macallan single malt,ipad,1
one shirt say win rofl angrybirds iphone ipad,ipad,2
make iphone case ttye time want show support,iphone,2
music location mobile record meet io android updates time,android,1
rt nicoriccelli google launch major new social network call circle google denies,google,2
clear succinct vision make great ux think apple google intuitweve seem forget heart caringpurpose rhjrux,apple,2
liquidspace launch iphone app mobile marketplace workspace,app,2
techcrunch google chris sacca tweet fake beta invite follower swarm ensues facebook,google,2
techcrunch google launchrock vencorps want give k best startup l facebook,google,2
techcrunch google post nothing editor note guest po facebook,google,2
saw bunch security guard play ipads apple store hour last night,app,2
enchantment quotbright spot apple pagemaker save apple believe god bc no explanation apple survival,apple,2
enchantment quotdo get special treatment apple no im stand line apple store right youquot,apple,2
enchantment quotearly apple day flight h qualifies st classquot quotwhen h start leave aptquot,apple,2
enchantment quotits like say please dont register go googlequot hahah,google,2
enchantment quotno one use windows voluntarilyquot quotapple great collection egomaniac historyquot haha,apple,0
enchantment quotsell dream steve job doesnt say iphone partsatampt make ppl suicidal chinese,iphone,0
enchantment quotwouldnt let apple ii people build building macsquot,apple,2
apple charger lanyard hack get rave review monksofinvention,apple,2
check new chattingtexting startup come reiphone chat client,iphone,2
check rt free app festival explorer find band want see music taste,app,1
check awesome dj skill ipad u,ipad,1
check south southwest interactive iphoneipad musthave apps site tool,app,1
check bunch free atx unofficial event list iphoneandroid,iphone,2
check googletv ipad apps connect tv experience connectedtv,app,2
check eventseekr app launch keep updated party android iphone app way,app,1
check smyle android web group chat share location medium whiteboarding thanks app,android,1
check quotmistakes make build netflix iphonequot go cool always learn mistake,iphone,1
check late stream apple store ipad come playsxsw,app,1
check late stream apple store ipad wait playsxsw,app,1
check photo feed apple store thanks,apple,2
launch popup apple store quotvintagequot store format mostly ipods snarky employee ah good old day,apple,0
saveustechies panel get great start video surui carbon project google,google,1
apple schiller white iphone debut spring dont also try sell fast speed cable,app,2
best tsotchke farmy iphone almost power powermat give free fully charge battery,iphone,2
stupid technology always fail important time w iphone laptop blackberry thing work pen,iphone,0
annas social medium pick week cover social medium japan ipad,ipad,2
google social medium rt interrupt regularly schedule geek program big news,google,2
google social network circle come today,google,2
official everyone use iphone,iphone,2
official people use ipad take photo look weird,ipad,0
official well present filmaster iphone contest world best mobile apps,app,1
official apple store pop,apple,2
official im buy ipad elevate,ipad,1
google circle shice via,google,2
google circle reveal joint session aclu tonight video doesnt make think,google,2
google circle google late social venture google circle reportedly wont launch today,google,2
quotnarcissism amp challenge fb pagesquot couple w quotgoogles spam problemquot explain circle quota bitquot,google,2
pretty excited apple pop store come,apple,1
pretty excited ipad session uxdes,ipad,1
pretty excited iphone stop work atampt,iphone,0
really excite first panel tapworthy ipad design headache awesome book gsdm,ipad,2
really excited see documentary something venture today rise intel apple genentech cisco amp atari,apple,2
excite see hls dynamic video ad insertion tv everywhere work ipad later today popup apple store,app,1
fedex truck unloading outside apple popup store ipad,app,2
ipad rock apple pop store,app,1
fedex truck keep arrive tv crew interview people line first ipad popup apple store,app,2
rackspace startup program cloud ipad app launch seo sem cloudcomputing topnews,app,2
rackspace startup program cloud ipad app launch rackspace topnews,app,2
ackward sit back ballroom f acc look leave right im nonmacbook ipad oh,ipad,2
there class war form ipad owner vs first gen owner,ipad,2
time coffee muffin news read lenewz trade show booth behind google,google,2
come tomorrow get iphone case zazzlesxsw zazzle sxswi,iphone,2
come visit milyoni booth right big google sign,google,2
first computer kid atari kid first computer ipad able couldnt,ipad,1
crowdbeacon put together guide late update iphone app go sick,app,1
second day business apple popup store appear trend vb apple store pic,apple,1
conf every people mac ipad include happened pc become obsolete,app,2
conf everyone mac ipad include happen pc become obsolete,app,1
congrats first ipad,ipad,1
congrats iphone app feature,app,1
congratulation win android award,android,1
congratulation send seesmic android phone,android,1
apple congress nice rt apple set open popup shop core action apple,apple,2
egyptian content flood quotgoogle put two server web come back upquot sxswsa,google,2
ipad app content need shallow engaging,app,2
try convince watch launch google social network didnt know go comedy,google,0
cool mean watch ustream skyfire browser iphone safari doesnt work fun,iphone,1
could cool rt google launch major new social network call circle possibly today,google,1
eat coolhaus ice cream sandwich google party hmm happy,google,1
really could use one tiny macbook air read apple set temporary store,apple,1
couple evo v iphone video,iphone,2
couple ipad painting exhibit austin detail gallery show open friday,ipad,2
google recreate code pacman doodle original bug include googledoodles,google,2
crew rip android party thanks u droid,android,1
